category,id,mass,scale
WallClock,ebb7e54b68ffcf2c3ee5ff7ba8322f9f,0.0504333672,0.0008164388
ChestOfDrawers,72758331733d51d150e7c1e7f791c807,1.5700034908,0.0129280024
LightSwitch,ccb9ca0705e68ad0ff6c4ae671c46564,0.0362491926,0.0416841332
Toilet,cf40d64ce9647554ab344ad2937f5414,0.3560860537,0.0070501257
Laptop,42fbd782557fc2a4a59beaee0a0099fc,0.2780968499,0.0004178122
QueenBed,bb98b2cbaa7db506bdcd672c2b17215,0.0315901849,0.0016423404
AccentTable,1539b4cfe837d3e0f50772e7faf419f8,0.3609826926,0.0112575835
Desktop,938e28042df7a886256a0013c95591af,0.1937528171,0.0015857902
GameTable,58f8fd169c9578e62f81cb887dc35578,0.0032908376,0.0009567524
Book,22b7066166d83798876972681d7d64db,0.0280064669,0.0115963244
SodaCan,343287cd508a798d38df439574e01b2,0.0224651097,0.0003614208
CellPhone,3962952c17ac7d134f2cff376d8fda95,0.0643021973,0.0003784644
TrashBin,d8526ba02ff99f0dcb2a965e75be701c,0.0054217251,0.0035989283
Sideboard,3db1f22bc991adfab6a672a1e54ca429,0.6494080017,0.0059815109
Laptop,cf23c6c607e4334330579b4664240e30,0.0393568871,0.0005207885
TrashBin,81dd9a7fd628838ee3bc44bb1006d615,0.0107825473,0.0023811175
Bowl,7ebbe5e7d05da436f926435cc723d8ad,0.0420365444,0.0011390723
Bowl,49a0a84ee5a91344b11c5cce13f76151,0.1207826705,0.0114486516
Pan,f6710739e3bcab8250e961cdc6fb5c30,0.0394565202,0.0053195555
CerealBox,fc6667707faff16544608b3255ca1886,0.1901204943,0.0108709084
Eraser,710d1956e3cbcd8e9f691c76e6f0f71d,0.1768959693,0.0103168433
Microwave,24505c53438f8273399f45f7c8fcdfa9,0.8690171584,0.0005790133
Couch,22c68a7a2c8142f027eb00c151c6f711,0.0141314755,0.0012592512
Chair,17b77403b80de623f1783a44a88d6274,0.0393136225,0.002914733
FoodItem,64874803fbb586c95bcfebc04aae4834,0.340339388,0.0340479041
CellPhone,f9b16ef975f61442e615a342a5da23b6,0.012846353,0.0248146556
Laptop,1a622b84abb294515dbd53c7c10cfe76,0.2483827065,0.0032439266
TableLamp,6b8790947a71e9a9bc5996932c1238cd,0.1832844944,0.0091111388
Table,1bf72147b671c101cc36f384fceff179,0.0774462469,0.0039654784
Laptop,2c35cb5e74bb124d174a386e3487df9b,0.0770839735,0.000943428
Bench,edac7cf37d1d7a42c79156efeb6d05c4,0.002544789,0.0015169865
SideChair,d4aafb7908c8ae5883005e5bf6c208e0,0.1090848478,0.0085046437
Rack,4ac5a2646e32e86c54d59e2a36460556,0.0011534454,0.0009981201
Cabinet,328fa44930afcbc135836c728d324152,0.2292708663,0.0023653387
Cabinet,ed71da3a76f022edc84afcc956efcdd6,0.093735686,0.0012394437
Credenza,5a6d54d527a9bf01d6944324b21393b5,0.7418289842,0.0043286397
Chaise,b1289c0e8e91359ac2ba4acd3adeb019,0.1519035502,0.0046384821
Showerhead,a07befe4a4173cc33321831d2245cf06,0.1449322855,0.0270046845
ToyFigure,47204f6aaa776c7bf8208b6313b1ffa0,0.5709618834,0.0068934411
Chair,eeef39917dd113e053624ac0db0f7e5b,0.0207936223,0.0050375162
AccentTable,e7058b820e66c9249cd431573238602d,0.166936364,0.00966671
Airplane,655dc5a5376e9c8152c3271e911ffe19,0.0049466331,0.0001153619
OfficeSideChair,3669c9b2954c730e492d9da2668ec34c,0.0244348722,0.000492515
TableClock,299832be465f4037485059ffe7a2f9c7,0.3277687878,0.0188210408
TrashBin,c9d6a1e5e7eed0ddd4d8765e3910f617,0.4291881235,0.0096581276
Couch,3415f252bd71495649920492438878e5,0.0200330817,0.0003511899
Printer,f5918418bdd210206fad04e862126c2f,0.8389780583,0.0191083969
OutdoorTable,a6e21660cfacdba9cb2a965e75be701c,0.0218638958,0.0024793176
Guitar,3f3a697566a541cca85f9717b598c976,0.0363765386,0.0083757071
ChestOfDrawers,639639309d8cff81eacb155f400b9076,0.0288906345,0.0034076533
Helicopter,247648d47cdabaca6bdb86dd994fa854,0.0314779527,0.0003407622
Cabinet,8fe70b11448dfeef2369c46027bce7af,0.1614609027,0.0048621665
Sword,77c55aef23f91604a4a0a1e78d057db4,0.0004786903,0.0045641816
Suitcase,766fe076d4cdef8cf0117851f0671fde,0.5031200997,0.0105449915
LampPost,66a7a9a417660413e2364c65f912dcd4,0.0028160779,0.0013403736
Armoire,a9a82305837dc3615c3654528317cdb2,0.1334582969,0.0025028058
Pencil,657f4ceae6dfd569e4a0343342fcaf0,0.0018501755,0.0179033218
Laptop,18d143526ccdf372e4a4db68bed2d14f,0.1454157147,0.0150782944
Guitar,34998e02bc9fb299cd894bc4c1e88c7c,0.0075845848,0.0051319122
Chair,ff3a6eb4556b2c0eb04cb542e2c50eb4,0.0822854064,0.0099863633
Cap,df0dad9aa5876de3af81f84c1d08b8a2,0.0450576487,0.005111791
TV,b4818ba39d80714c19e6dc7f8f5bb539,0.0068571528,0.0029024116
MediaPlayer,98bf64664c9e0019a93f4aa756700202,0.0096946686,0.0001849532
WallLamp,571a3c2cf4c509596cb5b29312d0feee,0.0053358383,0.0098714675
Chair,421746966acf9b175ecd29875b6f0d44,0.7793250909,0.007553956
Nightstand,a108c983a53262d67b27e430d3b63523,1.2254665569,0.0242031608
TableClock,757fd88d3ddca2403406473757712946,0.0748017671,0.0011789649
Bench,88818f1964fc0046830e9cf2ccfa07a9,0.3227341456,0.0044810557
FloorLamp,8e78283cdb07db1fb33cda5c8e604e7a,0.0006007155,0.0025566341
QueenBed,238e0a5acc8ef3dd5cb2b1363f4a4cab,0.0811643651,0.0016854664
Sideboard,bd89eb4a7407f07e54d8afaf6caac97c,1.1299481525,0.0057374836
Stool,359a136da3a301644f782ac57aea97b,0.09000234627003975,0.009615484229791853
Vase,f17c8c7d510658a02f2318fdd66be40a,0.2407037276,0.017841732
Speaker,beb9fba584fa708863fa826fe088fdf5,0.0381156971,0.0120361576
ComputerMouse,4ca610046b322197fd93c2ac42357c74,0.3000846886,0.073442352
SideChair,f01b78fb91692b3fd97de2831c42267f,0.0182437615,0.0060293635
Laptop,b013611488840eca99adf2c76503251,0.024675322,0.0096110139
Sideboard,8a7e3e4cce2a9f79116162acefe23592,0.2044357476,0.0037332368
WallUnit,ef040abe81b466a44d60438d4183228b,0.0254032757,0.0024181964
AccentChair,d1bef1cf465da3acdca30639ad4a20ca,0.0935374954,0.0002506607
Sideboard,3de0a2e245283862995a42030f22c670,0.0424832629,0.0046553707
Nightstand,14f1b9eb86a7bbe7a65b8b8fbd95b204,0.1479930583,0.0089283686
PottedPlant,61e5f9b2abfe02ac93271d2223fe04be,0.0141447326,0.0008662658
Cabinet,957ca99bfb033d145f43af43c6209208,0.8165102479,0.0053928331
ChildBed,12a73cdd42517d8f65331068961955c9,0.0584532191,0.0036215779
Armoire,66a82a157f4a1c9a22e05b27cb30bde,0.9959332461,0.0035934865
Book,459e81b89a4b2fd7f29c5890b07f3a65,0.0339719432,0.0192264447
DeskLamp,af3d58dc258e0fe06ef604d255267aae,0.082179586,0.0009273948
ChestOfDrawers,24a461d36de3c8c843ac09133d4c1d60,0.5277424264,0.0108321202
Couch,fce717669ca521884e1a9fae5403e01f,0.021681042,0.0007077751
EndTable,b977915b93e87cbdd724c69102d5ef2,0.0344962563,0.0066747477
Sword,ad2a10ec4c74c73cb9db80316f5d0ba3,0.0015145174,0.0003255722
SodaCan,82da722a93fa6686cbcb65ee2678d047,0.037348438,0.0548132681
SodaCan,cbb5347c6da1d885c617fcca80b33ab4,0.6199166811,0.0616640195
Table,58fac51ccad0160df1783a44a88d6274,0.008137926,0.0017521348
Gun,6d3bfd984d7f3105b96aa5dc23c036c,0.0404431108,0.0023568485
Cabinet,da57e1d30424771a14c06184923f6962,0.0488428344,0.0024176693
Vase,a35b3de8b261f5599ee3b9136941230,0.331017353,0.0035597177
Calculator,6ba3f8a4a4750534cc2e054c56e9a85a,0.464121831,0.0513622414
WallLamp,8eec3638639993635f037ea583cdb0ca,0.0910966339,0.0084180446
Rug,745bdc53972b5ac4f31b18e68eb944af,0.006212179,0.0003801941
Calculator,5e82ba29356e199ba701d7974c476044,0.1058288457,0.0420381965
Desk,8938cbf318d05cf44854921d37f7e048,0.3654872149,0.0048886699
Cookie,ccfa74e5574678325cde8c99e4b182f9,0.1059640427,0.0008232412
ToiletPaper,44e96b3ccbfc0620bcf87cf50cf0a3e4,0.0722052372,0.0238030619
Dresser,c218e3593279f8502ea98d69e91ba870,0.0322551786,0.0018816417
Cabinet,4cb06ad06efd220f2dbc7bc49f32f0f,0.0041148293,0.0015214488
Plant,ddb6b76fba1d6c86b684500e5db87c2,0.0006346024,0.0003987794
Painting,c9d21f017129038ab80872514d6a9ad6,0.0015015869,0.0015340733
FloorLamp,e4258a09db0c03bc97bc1a2d2578970d,0.0113833818,0.0049417465
Gun,414c390128a57fb1de0e2ea00b1b12dd,0.0131307345,0.0018506213
Keyboard,4c0d7cf86419a997d528a236ffa583af,0.0155811743,0.0004684164
ChestOfDrawers,a3ce6604a436ec5d2d19175e7d19b7cb,1.8618830014,0.0130715715
Candle,72876882983653d59f4b2627f4b4bbdc,0.2243102362,0.0360592839
Monitor,4d11b3c781f36fb3675041302508f0e1,0.030725242,0.0003689511
DrinkingUtensil,2e228ee528f0a7054212ff51b27f0221,0.0239650424,0.0141791084
Washer,28a46046651132f9e3bc44bb1006d615,0.7328520654,0.0057156191
Mug,40f9a6cc6b2c3b3a78060a3a3a55e18f,0.031842809,0.0006670442
Stapler,31138325cfdf65f7dc0a8ae190d19bd8,0.0118707372,0.0003568893
Laptop,2777dfcee7d0f364b0d7b0d4230df8ca,0.2013529465,0.0019045373
Printer,18306958742f8bfbab0b172d4dea80cd,0.0093520036,0.0024887682
Armoire,13bb9deed3f8646bc34335c1a2a9193f,0.0360827289,0.001164774
Fruit,f6e6117261dca163713c042b393cc65b,0.0733820824,0.0287726945
GameTable,948546d8e4b3a1ede87232bb3b64a0e4,0.0051041419,0.0007928621
DeskLamp,9c3646d9db630e1d6bab719bf4ec73ef,0.055750852,0.0222160576
2Shelves,df03b94777b1f0f9e4e3c2d62691be9,0.0075627345,0.0016080441
Sink,4438eb51cf64c0bffa968b63b8c12baa,0.3526889588,0.004033888
Armoire,3d1a0d8cffd60a7ba24bd1faebd6fb35,0.048282236,0.0013008518
FoodItem,5de9363ceed7c9bec73d0b6e2e584e57,0.1698459733,0.0032179785
FoodItem,457128f24d2525aa347948e7d388d2d5,0.3480350082,0.0012802466
Courtyard,room23,0.0091907467,5.35916e-05
Cabinet,a82276d1ca28e11a4d87481e09b681b3,0.0526631663,0.001377998
WallClock,83215aac91958278ee2b478fec745c0a,0.1709189872,0.003646002
Nightstand,1844a4ed0ff7ed38c2474c54a2e772f2,0.0255861918,0.0048846191
OfficeChair,510b1295f70873e2f91663a74ccd2338,0.1555466801,0.007833232
TV,81f53b562559d041756f60af60c59605,0.013177528,2.18906e-05
Lamp,9becb53130d9eb625e29ce2c9d37b952,0.8387811036,0.0197539904
Laptop,abf7b0383a0e774874c5f7c7c2978e32,0.0163239291,0.0083109025
Sideboard,92568ac751b283df35836c728d324152,0.0301209601,0.0015841405
Keyboard,ef3d038046cab5cabeb3159acb187cec,0.1319747452,0.2247728
Couch,4ed802a4aa4b8a86b161f36d4e309050,0.0551946559,0.0023271056
Poster,c219e12ac07204ce78fe949fc1419876,0.2733606414,0.0110731355
Painting,f260b5e312da7b4090cc7b3ba137d4f1,0.08663830082580626,0.00947612877650181
Purse,d331a7bbfb0e7301e858db1dc3499392,0.1014317364,0.0011883122
SideChair,7dc586764cf5f8cf492d9da2668ec34c,0.0400181258,0.0081151626
Gun,f7f945288a571090202be79d8b285c1e,0.0186016102,0.0001521382
Suitcase,38b214e6b2122bd46e4dd636980e146a,0.056014182,0.0040091511
EndTable,aa118e3ed06f00a85c886bf880a258e,0.0284638616,0.0041634471
Bed,e0bd1850ff5dd7e9485059ffe7a2f9c7,0.2338468369,0.0017521232
QueenBed,7ae150cce205d5638c4f202fffc87396,0.0819581772,0.0022441116
ToyFigure,bdc9396925b85ece906e1300808d8411,0.0011264311,0.0018297295
Couch,c3e248c5f88e72e9ea65c47b660136e7,0.5361788493,0.0038566082
Refrigerator,e33b8fbee3d9b8975eead856a4605937,0.8926631472,0.0060878399
Sink,335dd90e9372933aeecf8839deaf1284,0.0012081539,0.0030642609
Mirror,ecb0c4cbc28320dc5ccd4f99ed6d85e3,0.0339950959,0.0034281605
Couch,a7e4616a2a315dfac5ddc26ef5560e77,0.0335512058,0.0017858972
Knife,581ad58ce8664d2d4ff0e6230d32c1e3,0.0053766607,0.0010031597
FoodItem,d137d3758ef6dc79b555b36aa2b7304a,0.6091538079236049,0.0014879037921373
Cup,29e8781a8f6fdf1f13323fc4d5700bec,0.0022394596,0.008000807
Headphones,a959980585058ee42764cfba57a5de73,0.1314126537,0.0001751924
Desktop,1d51d45265596b0af2dfc4763a0184f4,1.4678526886,0.0473852226
Bench,552ab19eab47725cb2a965e75be701c,0.0022970914,0.0017012529
FloorLamp,e5fa327c14553b11e589b08489d157d,0.0484291012,0.0050468371
SoapBottle,a5912dff7ed43650cf6ede117dc51e3d,0.0984645106,0.0462525254
DeskLamp,14656fe47266b0eb88e7662971dc736f,0.0081462852,1.70013e-05
Plate,dc460c2d0c94098d8af30108ea9ccb6c,0.0064310181,0.0088145465
Cup,8bb91bf0bfedeea1f29c5890b07f3a65,0.0055151583,0.0152273705
LightSwitch,3a4e958b20f8dcc7ff643b6971c915c2,0.0302403065,0.0470668013
OfficeSideChair,fa263643fb3f45c7492d9da2668ec34c,0.1252684443,0.0006022875
Stapler,20c5096ea98cc955920de219c00d1c3b,0.059125148,0.0716830609
Fruit,7d78e217e0ba160fe2b248b8bb97d290,0.1334217112,0.0013618506
CellPhone,24c665b954ccb8c26e4f3fb3ce0feb39,0.0163549148,0.000156745
ChestOfDrawers,18d84c10a5068315fe5c8ffd0f5eba47,0.6225084388,0.007413475
Vase,b99191dfcaa751ad50e02ef26f47fe02,0.2240008821,0.0147764171
Toilet,ee9413ad4188449e2805f095cfc77729,0.0609664273,0.0064776678
WallArt,caee92d9943a93bad3a8a0489b82a34e,0.0140930453,0.0069607955
Hammer,5d4da30b8c0eaae46d7014c7d6ce68fc,0.0282026461,0.0200005257
Dresser,b484a8bc88b55c1050dfe5d3d82f3d77,0.044913731,0.0005707559
DiningTable,841f48a81cf3f066ac00fd1150223027,0.2716818289,0.0052272534
Mug,546648204a20b712dfb0e477a80dcc95,0.0666653989,0.0016301357
Recliner,48e9dedf26baaad4ebeb8f91be624923,0.7745793432,0.0068424306
Desk,77e03976667383c3d810b14a81e12eca,0.0464592363,0.0035870307
Dresser,c8f1c5562dc1e97358661a3fa3dffb70,0.5387862822,0.0032431849
Ruler,fdcdcaa44d269519b6d7d15cb5e1928e,0.0031597217,0.0217372931
Keyboard,56794ac8b1257d0799fcd1563ba74ccd,0.0019882901,0.0058501223
DeskLamp,d83fc71f3978130e335fe03ac3704320,0.0059663671,0.0007172595
WallClock,e67f610cafeb2c0dbf93f50e43a43f7e,0.1578021238,0.0134148933
Bench,b9269a248a9b76af155d75bbf62b80,0.0021376621,0.0013595086
Donut,9f667b3d3941bcc322b13c48c34706de,0.23819589,0.0011728942
Monitor,ac30fac9534c509f2de252a52ebb4cfe,0.0117303665,0.000689951
LightSwitch,7ac2717fe6ae5c67cae4cf5a18bb94c6,0.4974097866,0.0955631651
ChestOfDrawers,3240ec911211a399377b9297f3055210,0.0777175579,0.0044311798
Table,aae607494d5c2a9e954413d9e427af4c,0.4553334118,0.0040000642
Bench,756922bdb400ff4d35836c728d324152,0.0072498301,0.0016449427
Teapot,c7a70db33a8c900dab5b523beb03efcd,0.1185132622,0.0323731276
DiningTable,2a0f8c4bed9bfc298bb728695007e6ab,0.2499276433,0.0041454327
LampPost,2eb7b9c098a02e27d8e9eddea8c8b085,0.0010475171,0.0018396836
Telephone,49cb33eee420dbd9ea35d893b8dc1ba5,0.160320934,0.0262588276
Mirror,d730309c5a8d21ca43d745d6c7c0579e,0.0723355774,0.0058400947
FloorLamp,a280dfe9470ceb5f8616812464c86290,0.0032924604,0.0028416338
Book,1fd8d3cdf525532b5b5a685c28abd3e,0.0066640098,0.0001517832
Monitor,659210019333350b4bdecf2af2307ad,0.1100665677,0.0048163647
Book,d6df9bdabdd66e07f256a8c3e3396495,0.4229210676,0.0006338093
GameTable,6f7074fb94c1f777bb1356f47c7f12bb,0.286381997,0.0015610169
TrashBin,812cb154c9f53d6c5673ef9bd83de682,0.718672275,0.0068052658
Toilet,569c255882d030a2ab7f9d2da6fc61cf,0.3092084947,0.0087384317
PosterBed,68d1e8f6aa7a714d98d5fc0473d00a1c,0.0178162323,0.0010502733
Nightstand,c7e89ae2db15c0f71360172b4b6205b1,1.1413620063,0.0041259031
WineRack,29bb0c42d423a68d4919b2c00b40aa66,0.250671777,0.003136381
TrashBin,49bb44051ac701a38e6dba661026d53a,0.0135905626,0.0060514881
1Shelves,ba5bf7a8a14c27086f9e9f74beb7c348,0.0577033636,0.0067266694
NintendoDS,d6c3544683587aee785e66156846bcb1,0.0234399378,0.0010049115
Mirror,d97dbcad4f2786f0b877c077186eb35f,0.0150308943,0.0038474394
CeilingLamp,55e997f2619d371de678940a81b1fee,0.3041203088,0.0204670595
WallLamp,213bd9cbd5ed1dcdfcb8d8c6d4df8143,0.0886908857,0.0126862653
Speaker,74126375485af2008db6a105075120b8,0.2124317756,0.0039266192
Counter,92c682f884458e67700e86b51ee00536,0.0815184757,0.0061281361
Monitor,2a893bd2f5cc57f4ef8ce7b458b583e,0.0240631036,0.0059767609
Couch,9de72746c0f00317dd73da65dc0e6a7,0.1914431242,0.0019955131
Credenza,5a6d54d527a9bf01d6944324b21393b5,0.4498274303,0.0036638033
Teacup,2e8d37b3dd65c312b8f0377fb16daf9d,0.0039853984,0.0091812723
Nightstand,cc26d553c9e1362b4bfb719276d850d9,0.1758657793,0.0090579726
FloorLamp,1b3d94b2b34474ff6a44fdd49dec8069,0.0030702088,0.002715343
Table,39b851143b4f68ba21d25a6a55757584,0.1409991381,0.0099850492
Sideboard,b6c9d84469e1851f98d5fc0473d00a1c,0.3972343519,0.0047084204
Cup,dc1c220c8ef89a5d1a57566a9a7e5976,0.01707252,0.0236677783
Armoire,31e2cf93936987cc7868ee24742b134f,0.0568157043,0.0016011679
MediaPlayer,6a0b1552172c6a9a7beb00d603dfd434,0.0044314101,0.0033161565
FoodItem,a9e98d163d59671d73ffdca541f4749c,1.3600027305,0.0016037972
Truck,623f58e97b32cd9bce27281f3b76d1f5,0.0247172094,0.0005723716
WallLamp,130efc1031fe4450dc8c9a9abc47eed5,0.0032439748,0.0052746155
Statue,d3ca5d06ad8ab969b2644d7d4d7ea2c7,0.0575176359,0.004454424
OfficeChair,f73dde8df5d0e5c7f91663a74ccd2338,0.0748178815,0.0057664236
Armoire,90338a88535c1820b8c4fcf557ea3d76,0.4224771175,0.0040052733
Vase,3834ca6d4c3fda9d5b2ecd212557fda0,0.0062279018,0.001953701
Bowl,960c5c5bff2d3a4bbced73c51e99f8b2,0.0743344716,0.0227200787
Suitcase,541a46304a53d404652588480cfa1ae,0.0093553814,0.0028587999
PictureFrame,c5ae5f33747b0810e2b24d5cb1e4e616,0.0045997642,0.0115816118
TableLamp,e3b30bafadf36efae3f7a74e12a274ef,0.0247860795,0.0035552009
CellPhone,2b221582a01bded2becc5889eb0cb75b,0.0043045137,0.0189481511
TV,28f96315733ef074ed0b8d6b172b6ddc,0.056368609,0.0033877034
Painting,1b59a85b6b7a0946b20a19462bcf2f46,0.0247659571,0.00526973
Headboard,57324fd1ea49c97c43510f9aa8e3ba7b,0.003650037,0.0081605615
PianoKeyboard,cd76cdb80b094f3caeb2bb67d874f8dd,0.0569865289,0.0043279124
Laptop,15330d6a853a08b1ab0b172d4dea80cd,0.0855742451,0.01528825
Counter,554a7931dd2bc4e827b73eb36515554,0.072558775,0.0017767285
LightSwitch,eeb68b656a0f55ac32304bd910080c01,0.0492873008,0.0553078585
Whiteboard,5a3ae438fa5b87461ea954af295a6a98,0.0013165803,0.0015716224
EndTable,d5c3542c080d61462c45f75322191dd7,0.4613996617,0.0128796463
CurioCabinet,b06b351b939e279bc5ff6d1af2135fc9,0.2739506311,0.0022299304
Knife,4ad7d03773d3767c2bc52a80abcabb17,0.0014642027,0.0019573006
Easel,718aa70278327ce47c34254f3a8a8bcd,0.0221501406,0.0034602597
OfficeChair,60cbc688b57f8b5446407779dbd69b2d,0.1648923154,0.0056884799
PottedPlant,e96e0f3375e5f601bd54aff0ec2d4573,0.0062954547,0.0054660966
LampPost,360fff3feecb161321eee0f69ef7eada,0.0015950591,0.0021704606
Pencil,984efc86e4c094333cbb9b2355ce3eb8,0.0019976095,0.0278535578
Picture,2c31ea08641b076d6ab1a912a88dca35,0.0079341511,0.0023097357
Marker,a5ebdd190b3cc8f125f2fde927e4b52e,0.0018889829,0.0018984993
Pencil,8d0354dfa8c3ee8e62bbb378da4fdb53,0.0155809211,0.0889157054
Camera,db663e3f7ee9869f5c351e299b24e355,0.5538500792,0.0415325829
BeerBottle,799397068de1ae1c4587d6a85176d7a0,0.0071475125,0.0090708967
Chair,d7947e4a9f34dba57ff6ace05b36a5,0.0015623851,0.0025150087
Poster,22900af7c7dd4b827b9c6deef486a7d8,0.0888037989,0.0021175334
Truck,a5decaa7fb7450a95194b1845116f6e1,0.1504843856,0.000887954
Knife,f60437e78578a6a33d1f5c33e71065d3,0.0040951623,0.0001369419
Chair,bc934e7271c0b7549ccdceb966b4917a,0.0308727419,0.0026232406
Chair,908da5d62c887999e1b274d80049dc2b,0.0117134155,0.0055438944
Laptop,5ae66652ee56ec67ab0b172d4dea80cd,0.3407247004,0.0298658171
Book,742e14aa241feab67efcee988123ee4c,0.3753904575,0.0009211917
Armoire,5d5f0493a98b6fd818e3dae60a67b8c8,0.2240526891,0.002697998
Curtain,546904d2922b5f41f46d6fc43de3fc46,0.0727340452,0.0033627588
Piano,39497e0b303106f8fe0c8f2952376ac2,0.5726786378,0.0036216831
Chair,40f7d82bb5bbb83dbc6e92ada35e127c,0.0122791441,0.0059676548
Table,4697b1df859d40bc296baeb5500afa1a,0.10733606,0.0009284864
ComputerMouse,898326912ab0c124b04e3108b1fce4da,0.0077926216,0.0174163486
StandingClock,bbd8ce2c1eea06282f841233486fac2b,0.0008611104,0.0028164251
VideoGameController,a84a773bba0d87caa4f91d3b3237de5c,0.0155733288,0.0001976603
MediaPlayer,158f4c9ed9e17d0e724d867867ccd9fb,0.3083452102,0.0168351581
Laptop,d4821b67372e0cb11d0d90e99ca53e85,0.0082244494,0.0043284162
Keyboard,551f91dce955101db3910795bbb09e36,0.0080670612,0.0097561236
Chaise,f9a4028aa416c67c2c32a0a3fa43160f,0.0072758709,0.0019737553
Couch,36980a6d57dac873d206493eaec9688a,0.0191417456,9.799e-07
Dresser,4c88a6f511f2ccdeaf308487ac6b4763,0.0927070952,0.0019992791
Bench,d6de996b162885d8ad5067eac75a07f7,0.00226607,0.0013959492
Armoire,13dbeeacdabce3b694658a0201ba0367,0.0014698743,0.0011015926
Chair,f83f1cbaf6c41a5db04cb542e2c50eb4,0.6678199305,0.0113816954
Book,88126ea1dd43940d9251ef7f51226942,0.0030106478,0.0001917175
Armoire,504949a3b05dd13e3f7a74e12a274ef,0.6586393588,0.0001183206
WallClock,2eac0b7ef110349235836c728d324152,0.1840652651,0.0094849096
Pillow,4e201f6977ee4c046e64f74fd8a65f82,0.0034167829,0.0021724781
EndTable,c85e97bef85ed729496eff1a816f248d,0.8577924353,0.0125669335
Courtyard,room22,0.0531605768,0.0001783553
TrashBin,f771417d5673c2d6b636ebacef8df51a,0.2610660932,0.009854821
Armoire,abe88efdb258c46742fbcc3caf880dce,0.4701989446,0.0037130927
Barstool,4abd80cb3df57312b3e9b6eb52d35df,0.1135702205,0.010362188
Guitar,396f158e2e4cc912ebc97ed7d1026099,0.001082057,0.0024710302
Airplane,5c9b09738d7920f0546100d9c41f5274,0.0055770529,0.0002099437
Pillow,95973950e069c6b9b5b6422580b7846d,1.3708213529,0.0107591421
AccentTable,8738ee65cff8458994f33b33b4fc2a9c,0.0507661587,0.0076931618
Monitor,f73afa79f33dea2143acec71ba42b6b7,0.0304993968,0.0013961996
Telephone,1be8addaf7585689216c1a3231f5bcb1,0.0242003193,0.0278459726
Book,25dd6051429b804430a87f4918e4b66,0.0233512569,0.0089065102
TrashBin,a4b6d042a793b56ad201085e80edb26a,0.0725790635,0.004664693
DeskLamp,cf200978d89b0c61651f12570b24936,0.010847883,0.009293413
QueenBed,4b62e46f46ab7d5f37445e82d5b75b1,0.1234791069,0.0020974408
6Shelves,aa7c53c8744d9a24d810b14a81e12eca,0.1018825001,0.0038855976
Table,be4db395f7b2f089391e4d6c585a697a,0.1150063006,0.0083105304
EndTable,da7310bedd8595879daeea1362fbd792,0.0322600143,0.0042194899
ChestOfDrawers,b85c244cb81858c743638dabe1eb5336,1.7154482836,0.0149247744
Pencil,d1e4af76761bc99196f9ae6927d24261,0.008786179,0.0025772625
TV,83bb21588d47ac57438d8caa9ae106fa,0.0463007388,0.0035312895
Plant,6f6a2ebae6fc62a56b684500e5db87c2,0.0002817533,0.0045277597
Toilet,fbb145d98894c6a27fa2c30b88757b38,0.268741957,0.0084087146
Pan,b57fb2a45a56ca60ac0dbe1071fde6be,0.0236561649,0.0173683407
SodaCan,bb0262b63f857b24dc4868f575aa7e3c,0.4617634285,0.0476711094
Gun,898424eaa40e821c2bf47341dbd96eb,0.1230842483,0.0418885549
WallClock,f3d5c4eeb6cd4f1bad6f91c948f3a295,0.3715471625,0.0225648316
Laptop,5f3d96b9e181e2b9f26c7294cd49b3a5,0.0059457532,0.0004610928
Banana,ba0d56295321002718ddbf38fa69c501,0.0434972459,0.0094598276
TV,bd9a2838f5cda0eb1daa72b120ee8091,0.1843323308,0.0025286801
ChestOfDrawers,3257708b8e97186decd0f3b932aa4d4e,0.0405655756,0.0046759105
Refrigerator,6ba517b2c53da9c28ab1723356a251aa,0.6826571979,0.0066295972
DiningTable,82a1545cc0b3227ede650492e45fb14f,0.0126450201,0.0021813092
ToyFigure,3f76a67b083d2a045136774b39da07bf,0.0618463468,0.002896124
LampPost,85335cc8e6ac212a3834555ce6c51ffe,0.000257567,0.001025809
Cow,720025ba8f1ca815bec6be80de02c183,0.150299692,0.0020099847
Pillow,397d66329fcf4b862bf863b361489dad,0.0230936919,0.0002495426
PowerSocket,c423fae01d1524d9388a3b2bafcebb0f,0.0173854293,0.040364589
1Shelves,842be31d76d29df0a00888d2bacdd893,0.0435160496,0.0026640038
Hammer,31340e691294a750d30ee0b5a9888c0b,0.0666576667,0.014740654
Plate,9afc9d6669f57db51bb40575ac9d9dd3,0.0069200457,0.0005973729
TableLamp,55b002ebe262df5cba0a7d54f5c0d947,0.0023003762,0.0048699464
